FacilityName,FacilityId,City,State,ZipCode,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,D,Direct Emitter
"Indigo Minerals, LLC",1007599,,,,,,,,211111,W-ONSH,,,153043.1,35223.25,114.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Houston,TX,77002,"600 Travis Street, Suite 5500",HARRIS COUNTY,29.76035,-95.36416,188380.484,,,,,,,,,,,,,
Indigo Resources LLC,1011848,,,,,,,,211111,W-ONSH,,,1613.4,56256.25,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Houston,TX,77002,"600 Travis Street, Suite 5500",HARRIS COUNTY,29.76035,-95.36416,57870.544,,,,,,,,,,,,,
Indigo Resources LLC 260 East Texas Basin,1011976,,,,,,,,211111,W-ONSH,,,7117.3,65395.5,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Houston,TX,77002,"600 Travis Street, Suite 5500",HARRIS COUNTY,29.76035,-95.36416,72517.27,,,,,,,,,,,,,
"J. Cleo Thompson & James Cleo Thompson, Jr. L.P. 430 Permian Basin",1007037,,,,,,,,211111,W-ONSH,,,123.6,20951.25,10.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Dallas,TX,75201,325 N. St. Paul Ste. 4300,DALLAS COUNTY,32.78633,-96.796253,21085.28,,,,,,,,,,,,,
JMA Energy 360,1008411,,,,,,,,211111,W-ONSH,,,13439.3,24377,10.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,OKC,OK,73118,1021 NW Grand BLvd,OKLAHOMA,35.529964,-97.528757,37827.028,,,,,,,,,,,,,
Jonah Energy LLC_AAPG 535_Green River Basin,1011450,,,,,,,,211111,W-ONSH,,,70095.6,140628.75,68.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,535 - Green River Basin,Denver,CO,80202,"707 17th Street, Suite 2700",LARAMIE COUNTY,41.15661,-104.74569,210792.592,,,,,,,,,,,,,
Jones Energy 345 Arkoma Basin,1009545,,,,,,,,211111,W-ONSH,,,2090,12457.75,1.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,345 - Arkoma Basin,Austin,TX,78746,807 Las Cimas Parkway Suite 350,TRAVIS,30.28904,-97.83129,14548.942,,,,,,,,,,,,,
Jones Energy 360 Anadarko Basin,1009547,,,,,,,,211111,W-ONSH,,,54410.2,126397.5,48.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Austin,TX,78746,807 Las Cimas Parkway Suite 350,TRAVIS,30.28904,-97.83129,180855.976,,,,,,,,,,,,,
"Jordan Development Company, LLC",1008066,,,,,,,,211111,W-ONSH,,,65378.3,41479,36.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,305 - Michigan Basin,Traverse City,MI,49696,1503 Garfield Road N.,GRAND TRAVERSE,44.70733,-85.59552,106894.252,,,,,,,,,,,,,
Kaiser-Francis Oil Company 360 Anadarko Basin,1009135,,,,,,,,211111,W-ONSH,,,30618.5,131482,30.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Tulsa,OK,74136,6733 South Yale Ave,TULSA COUNTY,36.065483,-95.92207,162131.194,,,,,,,,,,,,,
Kash Oil & Gas - Basin 220,1003754,,,,,,,,211111,W-ONSH,,,84,15529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Lafayette,LA,70508,129 Rue Beauregard,LAFAYETTE,30.19283,-92.01245,15613,,,,,,,,,,,,,
Key Production Co. 360 Anadarko,1008703,,,,,,,,211111,W-ONSH,,,5750,30793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",TULSA,36.151561,-95.989756,36543.5,,,,,,,,,,,,,
Kinder Morgan Production 430 Permian Basin,1008248,,,,,,,,211111,W-ONSH,,,946.6,5.25,2.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Midland,TX,79701,500 West Illinois,MIDLAND COUNTY,32.00002,-102.07971,954.234,,,,,,,,,,,,,
LARAMIE ENERGY LLC - Piceance Basin (585),1009785,,,,,,,,211111,W-ONSH,,,21698.4,18783.5,32.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,595 - Piceance Basin,Denver,CO,80202,"1401 17th St, Suite 1400",DENVER COUNTY,39.7484,-104.9976,40514.68,,,,,,,,,,,,,
"Laredo Energy 220 Gulf Basin (LA, TX)",1009683,,,,,,,,211111,W-ONSH,,,7705.2,21004.75,401.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77040,13430 Northwest Freeway Suite 1000,HARRIS COUNTY,29.850591,-95.507729,29111.058,,,,,,,,,,,,,
Laredo Petroleum Basin 430,1009056,,,,,,,,211111,W-ONSH,,,161479.9,38416.25,189.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Tulsa,OK,74119,"15 W. Sixth Street, Suite 1800",TULSA,36.150442,-95.98975,200085.678,,,,,,,,,,,,,
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,,,,,,,,211111,W-ONSH,,,168648.7,188301.75,173.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Oklahoma City,OK,73142,"4700 Gaillardia Pkwy., Ste. 200",OKLAHOMA,35.61069,-97.60779,357123.886,,,,,,,,,,,,,
Legacy Reserves Basin 430,1011498,,,,,,,,211111,W-ONSH,,,84207.4,51380,47.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Midland,TX,79702,"303 West Wall, Suite 1800",MIDLAND COUNTY,31.99692,-102.077654,135635.08,,,,,,,,,,,,,
"Legacy Reserves Operating, LP Basin 260",1011975,,,,,,,,211111,W-ONSH,,,545.9,92164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Buffalo,TX,75831,921 US Highway 75 S,FREESTONE COUNTY,31.589292,-96.136729,92709.9,,,,,,,,,,,,,
Lewis Energy Group,1009588,,,,,,,,211111,W-ONSH,,,125637.9,238667.25,33.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78216,10101 Reunion Place,BEXAR COUNTY,29.53287,-98.48465,364339.122,,,,,,,,,,,,,
Liberty Resources Managment LLC 395 Williston Basin,1012021,,,,,,,,211111,W-ONSH,,,112375.3,4417.75,104.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Battleview,ND,58773,9895 Hwy 40,,,,116897.648,,,,,,,,,,,,,
"Lime Rock Resources III-A, Williston Basin",1011873,,,,,,,,211111,W-ONSH,,,88187.6,5342.75,42.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Houston,TX,77002,1111 Bagby Street Suite 4600,HARRIS COUNTY,29.75867,-95.37054,93573.262,,,,,,,,,,,,,
Linn Energy 220 Gulf Coast Basin,1011421,,,,,,,,211111,W-ONSH,,,1754.8,16224.5,1.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"600 Travis Street, Suite 4900",HARRIS,29.76012,-95.3638,17980.492,,,,,,,,,,,,,
Linn Energy 260 East Texas Basin,1010396,,,,,,,,211111,W-ONSH,,,29907.7,261956,19.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Houston,TX,77002,"600 Travis Street, Suite 5100",HARRIS COUNTY,29.76035,-95.36416,291883.666,,,,,,,,,,,,,
Linn Energy 305 Michigan Basin,1008363,,,,,,,,211111,W-ONSH,,,71752.6,15182.75,45.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,305 - Michigan Basin,Houston,TX,77002,"600 Travis Street, Suite 5100",HARRIS COUNTY,29.76035,-95.36416,86980.944,,,,,,,,,,,,,
Linn Energy 360 Anadarko Basin,1008306,,,,,,,,211111,W-ONSH,,,3256.1,219557,2.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Houston,TX,77002,"600 Travis Street, Suite 5100",HARRIS COUNTY,29.76035,-95.36416,222815.484,,,,,,,,,,,,,
Linn Energy 430 Permian Basin,1008365,,,,,,,,211111,W-ONSH,,,60911.4,23401.25,31.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Houston,TX,77002,"600 Travis Street, Suite 5100",HARRIS COUNTY,29.76035,-95.36416,84344.238,,,,,,,,,,,,,
Linn Energy 535 Green River Basin,1010397,,,,,,,,211111,W-ONSH,,,38532,262706.75,41.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,535 - Green River Basin,Houston,TX,77002,"600 Travis Street, Suite 5100",HARRIS COUNTY,29.76035,-95.36416,301280.47,,,,,,,,,,,,,
Linn Energy 575 Uinta Basin,1011420,,,,,,,,211111,W-ONSH,,,6577.4,133890.25,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,575 - Uinta Basin,Houston,TX,77002,"600 Travis Street, Suite 5100",HARRIS,29.76012,-95.3638,140470.63,,,,,,,,,,,,,
Linn Energy 585 Piceance Basin,1008165,,,,,,,,211111,W-ONSH,,,22199.6,44619,53.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,595 - Piceance Basin,Houston,TX,77002,"600 Travis Street, Suite 5100",,,,66872.24,,,,,,,,,,,,,
Linn Energy 745 San Joaquin Basin,1011419,,,,,,,,211111,W-ONSH,,,2114609.6,1686.75,2135.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,745 - San Joaquin Basin,Houston,TX,77002,"600 Travis Street, Suite 5100",HARRIS,29.76012,-95.3638,2118432.116,,,,,,,,,,,,,
Linn Energy 760 Los Angeles Basin,1008308,,,,,,,,211111,W-ONSH,,,238790.2,1434.75,160.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,760 - Los Angeles Basin,Houston,TX,77002,"600 Travis Street, Suite 5100",HARRIS COUNTY,29.76035,-95.36416,240384.976,,,,,,,,,,,,,
Los Angeles Basin 760 THUMS Long Beach Company,1008409,,,,,,,,211111,W-ONSH,,,209294.5,1474.5,118.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,760 - Los Angeles Basin,Los Angeles,CA,90024,10889 Wilshire Boulevard,LOS ANGELES,34.05893,-118.44336,210887.902,,,,,,,,,,,,,
Luff Exploration Company - 395 - Williston Basin,1009762,,,,,,,,211111,W-ONSH,,,27872.4,1389.5,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Denver,CO,80203,"1580 Lincoln Street, Suite 850",DENVER,39.74138,-104.98613,29270.84,,,,,,,,,,,,,
MACPHERSON OIL COMPANY,1004628,,,,,,,,211111,W-ONSH,,,287816.6,1473.75,163.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,745 - San Joaquin Basin,BAKERSFIELD,CA,93308,24118 Round Mountain Road,KERN,35.5512,-118.93057,289453.952,,,,,,,,,,,,,
MATADOR PRODUCTION COMPANY,1010837,,,,,,,,211111,W-ONSH,,,86235.1,34282.5,110.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",DALLAS,TX,75240,"5400 LBJ FREEWAY, STE 1500",DALLAS COUNTY,32.925467,-96.81659,120627.86,,,,,,,,,,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,,,,,,,,211111,W-ONSH,,,7351.6,43332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",DALLAS COUNTY,32.93476,-96.81985,50683.6,,,,,,,,,,,,,
MERIT ENERGY CO LLC 420 FORT WORTH SYNCLINE,1009327,,,,,,,,211111,W-ONSH,,,720.1,16347,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,420 - Fort Worth Syncline,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",DALLAS COUNTY,32.93476,-96.81985,17067.398,,,,,,,,,,,,,
MERIT ENERGY CO LLC 430 PERMIAN BASIN,1009273,,,,,,,,211111,W-ONSH,,,14306.9,19919.25,7.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",DALLAS COUNTY,32.93476,-96.81985,34233.302,,,,,,,,,,,,,
MERIT ENERGY CO LLC 535 GREEN RIVER BASIN,1008136,,,,,,,,211111,W-ONSH,,,5450.6,4897.75,3.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,535 - Green River Basin,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",DALLAS COUNTY,32.93476,-96.81985,10351.628,,,,,,,,,,,,,
Madill Plant,1005489,,,,,,,,211112,W-ONSH,,,41241.9,6875.25,601.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,350 - South Oklahoma Folded Belt,Madill,OK,73446,10 Miles E. of Madill on Hwy 199,MARSHALL,34.08406,-96.58888,48718.216,,,,,,,,,,,,,
Marathon Oil Anadarko Basin (AAPG 360),1009353,,,,,,,,211111,W-ONSH,,,48242.2,120001.75,53.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Oklahoma City,OK,73132,7301 NW Expressway,OKLAHOMA COUNTY,35.558773,-97.638537,168297.59,,,,,,,,,,,,,
Marathon Oil Cody - Big Horn Basin (AAPG Basin Number 520),1008071,,,,,,,,211111,W-ONSH,,,7881.6,4613.25,3.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,520 - Big Horn Basin,Cody,WY,82414,1501 Stampede Ave,PARK COUNTY,44.52007,-109.05858,12498.426,,,,,,,,,,,,,
"Marathon Oil Corporation Williston Basin, AAPG Basin 395",1008173,,,,,,,,211111,W-ONSH,,,886304,105052.75,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Dickinson,ND,58601,3172 Highway 22 North,STARK,46.95245,-102.78972,991803.75,,,,,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,,,,,,,,211111,W-ONSH,,,753305.3,199677,687.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78249,5253 Prue Rd,,,,953669.488,,,,,,,,,,,,,
Marathon Oil So. Oklahoma Folded Belt (AAPG 350),1008383,,,,,,,,211111,W-ONSH,,,18327.2,25768.75,36.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73132,"7301 NW Expressway, Suite 225",OKLAHOMA COUNTY,35.558773,-97.638537,44132.008,,,,,,,,,,,,,
Matador Production Company - Permian Basin,1012068,,,,,,,,211111,W-ONSH,,,97234,59135.25,158.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Dallas,TX,75240,"5400 LBJ Freeway, Suite 1500",,,,156527.786,,,,,,,,,,,,,
McElvain Energy San Juan Basin Operations,1008273,,,,,,,,211111,W-ONSH,,,8841.2,14624.75,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,580 - San Juan Basin,Farmington,NM,87401,1601 South River Road,SAN JUAN,36.72365,-108.18465,23492.77,,,,,,,,,,,,,
"Memorial Resource Development LLC 220 Gulf Coast Basin (LA, TX)",1009862,,,,,,,,211111,W-ONSH,,,20393.2,32621.75,11.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,500 Dallas Street Suite 1800,,,,53026.572,,,,,,,,,,,,,
Memorial Resource Development LLC 260 East Texas Basin,1010839,,,,,,,,211111,W-ONSH,,,51853,72353.75,56.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Houston,TX,77002,"500 Dallas Street, Suite 1800",,,,124263.668,,,,,,,,,,,,,
"Memorial Resource Development, LLC ArkLA Basin",1011998,,,,,,,,211111,W-ONSH,,,46678.6,9818.5,101.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Houston,TX,77002,500 Dallas Street Suite 1800,HARRIS COUNTY,29.75754,-95.37039,56598.42,,,,,,,,,,,,,
Merit Energy Company LLC-305-Michigan Basin,1008299,,,,,,,,211111,W-ONSH,,,53905.5,50134.5,26.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,305 - Michigan Basin,Dallas,TX,75240,13727 Noel Rd. Suite 500,DALLAS COUNTY,32.93476,-96.81985,104066.224,,,,,,,,,,,,,
Mid-Gulf Coast Basin Code 210,1008506,,,,,,,,211111,W-ONSH,,,78581.1,32715,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,210 - Mid-Gulf Coast Basin,Jackson,MS,39201,217 W. capitol St,HINDS,32.30052,-90.19011,111305.04,,,,,,,,,,,,,
Midstates Petroleum - Anadarko Basin,1010701,,,,,,,,211111,W-ONSH,,,146.8,245136.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Tulsa,OK,74103,321 South Boston Suite 1000,TULSA,36.15307,-95.98943,245283.05,,,,,,,,,,,,,
Missouri River Resources Williston Basin 395,1012048,,,,,,,,211111,W-ONSH,,,28517.6,1555.5,19.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,New Town,ND,58763,330 Main Street,,,,30092.172,,,,,,,,,,,,,
Moneta Divide Gas Field,1011895,,,,,,,,211111,W-ONSH,,,28147.6,12670,14.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,530 - Wind River Basin,Lysite,WY,82642,,Fremont,43.182208,-107.541229,40831.904,,,,,,,,,,,,,
"Moon Hines Tigrett Operating Company, LLC",1010197,,,,,,,,211111,W-ONSH,,,2382.8,3174.75,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,210 - Mid-Gulf Coast Basin,Ridgeland,MS,39157,599 Northpark Drive,MADISON,32.40353,-90.1127,5562.02,,,,,,,,,,,,,
"Mountaineer Keystone, LLC 160A Appalachian Basin",1008795,,,,,,,,211111,W-ONSH,,,14075,16941.5,30.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Bridgeport,WV,26330,"65 Professional Place, Suite 200",HARRISON COUNTY,39.301158,-80.209822,31046.598,,,,,,,,,,,,,
Murex Petroleum Corporation - Williston Basin 395,1010002,,,,,,,,211111,W-ONSH,,,23393.5,4578.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Houston,TX,77060,363 N Sam Houston Pkwy E Ste 200,HARRIS,29.939949,-95.398426,27972.25,,,,,,,,,,,,,
MurphyE&P-220,1008113,,,,,,,,211111,W-ONSH,,,314134.3,57867.25,320.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,9805 Katy Freeway Suite G-200,HARRIS COUNTY,29.78606,-95.66593,372322.496,,,,,,,,,,,,,
Muskegon Development Company,1009436,,,,,,,,211111,W-ONSH,,,55511.1,25341.25,36.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,305 - Michigan Basin,Mount Pleasant,MI,48858,1425 S Mission Rd,ISABELLA,43.620772,-84.767898,80888.706,,,,,,,,,,,,,
Nadel and Gussman Permian Basin No. 430,1009788,,,,,,,,211111,W-ONSH,,,24698.2,15450.25,16.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Tulsa,OK,74103,"15 E 5th St., Suite 3200",TULSA,36.151561,-95.989756,40164.542,,,,,,,,,,,,,
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,,,,,,,,211111,W-ONSH,,,19940.5,48354.25,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Tulsa,OK,74103,"15 E 5th St, Suite 3200",TULSA,36.151561,-95.989756,68295.346,,,,,,,,,,,,,
Naftex Operating Company,1009582,,,,,,,,211111,W-ONSH,,,28831.6,718,16.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,745 - San Joaquin Basin,Bakersfield,CA,93307,14333 Breckenridge Rd.,KERN,35.373429,-118.845281,29565.692,,,,,,,,,,,,,
Newark 420 Fort Worth Syncline,1012014,,,,,,,,211111,W-ONSH,,,18438.5,19801.25,13.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,420 - Fort Worth Syncline,Fort Worth,TX,76102,777 Taylor St,,,,38252.862,,,,,,,,,,,,,
Newfield.220.Gulf Coast,1008367,,,,,,,,211111,W-ONSH,,,31866.5,21146.75,25.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",The Woodlands,TX,77380,4 Waterway Square Place,MONTGOMERY,30.16047,-95.455938,53039.176,,,,,,,,,,,,,
Newfield.345.Arkoma Basin,1009113,,,,,,,,211111,W-ONSH,,,20329.9,35651.75,20.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,345 - Arkoma Basin,The Woodlands,TX,77380,"4 Waterway Square Place, Ste 100",MONTGOMERY,30.16047,-95.455938,56001.914,,,,,,,,,,,,,
Newfield.350.South Oklahoma Folded Belt,1008134,,,,,,,,211111,W-ONSH,,,119949.4,42635.5,138.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,350 - South Oklahoma Folded Belt,The Woodlands,TX,77380,"4 Waterway Square Place, Ste 100",MONTGOMERY,30.16047,-95.455938,162723.172,,,,,,,,,,,,,
Newfield.355.Chautauqua Platform,1009115,,,,,,,,211111,W-ONSH,,,16499.2,16065.5,22.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,355 - Chautauqua Platform,The Woodlands,TX,77380,"4 Waterway Square Place, Ste 100",MONTGOMERY,30.16047,-95.455938,32586.752,,,,,,,,,,,,,
Newfield.360.Anadarko Basin,1009260,,,,,,,,211111,W-ONSH,,,216712.4,48307.25,240.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,The Woodlands,TX,77380,"4 Waterway Square Place, Ste 100",MONTGOMERY,30.16047,-95.455938,265260.136,,,,,,,,,,,,,
